chrom	start	end	gene	n_c	n_k	psi_c	psi_k	dpsi	ncpg_c	meth_c	ncpg_k	meth_k	dmeth	junc_total	psi_112c	psi_114c	psi_115c	psi_131c	psi_136c	psi_138c	psi_187t	psi_196t	psi_198t	psi_205t	psi_212t	psi_214t
NC_037640.1	6213538	6213861	rna-XM_026439665.1	4	5	0.17083916083916084	0.2292126792546738	0.05837351841551297	15	0.2	15	1.18	0.98	171		0.2308		0.0400	0.1818	0.2308		0.1765	0.3000	0.3548	0.2000	0.1148
NC_037640.1	6213943	6214248	rna-XM_026439665.1	4	5	0.16552565081976847	0.25474546535361825	0.08921981453384978	9	0.3111	9	0.0	-0.3111	186		0.2857		0.0769	0.1818	0.1176		0.2329	0.2381	0.3548	0.2917	0.1562
NC_037640.1	6214324	6214629	rna-XM_026439665.1	4	5	0.12578542780748664	0.16598112270243418	0.04019569489494754	7	2.4429	7	1.3429	-1.0999999999999999	163		0.2000		0.0588	0.1818	0.0625		0.1515	0.2727	0.0909	0.2000	0.1148
NC_037640.1	6214708	6215025	rna-XM_026439665.1	4	4	0.13449399656946828	0.13704665573172953	0.002552659162261245	6	6.7167	6	3.1667	-3.5500000000000003	169		0.1818		0.0943	0.1818	0.0800		0.0968		0.1667	0.2000	0.0847
NC_037640.1	6215105	6215425	rna-XM_026439665.1	4	5	0.14081296992481201	0.22987670547125635	0.08906373554644434	8	0.325	8	1.025	0.7	180		0.2000		0.1579	0.1429	0.0625		0.2113	0.3333	0.2308	0.2593	0.1148
NC_037640.1	6215489	6215803	rna-XM_026439665.1	4	5	0.1294474393530997	0.19306575237377438	0.06361831302067467	13	0.2231	13	0.0	-0.2231	197		0.1429		0.1429	0.1000	0.1321		0.2113	0.2500	0.1304	0.2308	0.1429
NC_037640.1	6215881	6216216	rna-XM_026439665.1	4	5	0.15489916154395234	0.1980157547370662	0.04311659319311387	11	0.2636	11	1.6636	1.4	195		0.1429		0.1273	0.2174	0.1321		0.1515	0.3333	0.1905	0.2000	0.1148
NC_037640.1	6216450	6216752	rna-XM_026439665.1	4	5	0.1783955627705628	0.19245469350530908	0.014059130734746295	12	0.2	12	0.8333	0.6333	181		0.1667		0.1273	0.3571	0.0625		0.1765	0.3600	0.1667	0.1163	0.1429
NC_037640.1	6216835	6217140	rna-XM_026439665.1	4	5	0.19251521298174445	0.25748614939988296	0.0649709364181385	11	0.3636	11	0.8636	0.5	211		0.2000		0.1724	0.2800	0.1176		0.2113	0.3617	0.3939	0.1915	0.1290
NC_037640.1	6217216	6217533	rna-XM_026439665.1	4	5	0.1819738765071246	0.2741890667647497	0.09221519025762509	13	0.2923	13	0.5615	0.2692	212		0.2174		0.1429	0.2500	0.1176		0.2113	0.3333	0.4286	0.2830	0.1148
NC_037640.1	6217656	6217976	rna-XM_026439665.1	4	4	0.16292032479944304	0.20189097548252477	0.038970650683081726	8	0.0	8	0.0	0.0	184		0.3077		0.0943	0.2174	0.0323		0.2113		0.2000	0.2963	0.1000
NC_037640.1	6218241	6218552	rna-XM_026439665.1	4	5	0.19123284123284123	0.1603592122184172	-0.03087362901442403	10	0.0	10	0.0	0.0	200		0.3077		0.1273	0.1818	0.1481	0.2000	0.1765		0.1667	0.1739	0.0847
NC_037640.1	6218639	6218971	rna-XM_026439665.1	4	4	0.1799885755652833	0.1610429434791976	-0.018945632086085712	6	0.7	6	0.0	-0.7	188		0.2340		0.1111	0.1818	0.1930		0.0820		0.2593	0.1739	0.1290
NC_037640.1	6219050	6219352	rna-XM_026439665.1	4	4	0.12926632191338075	0.1871800181864674	0.05791369627308665	9	0.7778	9	0.0	-0.7778	185		0.2000		0.0588	0.1429	0.1154		0.0968		0.3585	0.2245	0.0690
NC_037640.1	6219437	6219742	rna-XM_026439665.1	4	4	0.14449326139069502	0.20150058275058275	0.05700732135988773	14	0.7429	14	0.4071	-0.3358	190		0.1304		0.0588	0.1818	0.2069		0.1515		0.3462	0.2083	0.1000
NC_037640.1	6219820	6220137	rna-XM_026439665.1	4	5	0.13952693464588461	0.20461714446614926	0.06509020982026464	11	1.5	11	1.2364	-0.26360000000000006	188		0.1304		0.0943	0.1000	0.2333		0.1385	0.3333	0.2308	0.1915	0.1290
NC_037640.1	6220377	6220700	rna-XM_026439665.1	4	4	0.14682539682539683	0.17850476580947858	0.031679368984081746	17	0.1647	17	0.0	-0.1647	167		0.1667		0.1111	0.1429	0.1667		0.1765		0.3103	0.1915	0.0357
NC_037640.1	6220780	6221091	rna-XM_026439665.1	4	4	0.16925660546350202	0.185543623043623	0.016287017580120994	7	1.1286	6	1.05	-0.0786	190		0.2000		0.1273	0.1429	0.2069		0.1515		0.2857	0.2692	0.0357
NC_037640.1	6221630	6221932	rna-XM_026439665.1	4	6	0.16394071231930887	0.23323566718843422	0.06929495486912535	9	0.4222	9	0.6111	0.18889999999999996	225		0.1628		0.2131	0.1818	0.0980	0.2381	0.1765	0.3043	0.3462	0.1915	0.1429
NC_037640.1	6222021	6222326	rna-XM_026439665.1	4	6	0.16775379792621173	0.207304133774722	0.03955033584851028	5	1.06	5	0.0	-1.06	212		0.1000		0.1724	0.3077	0.0909	0.2727	0.1765	0.2857	0.1667	0.1364	0.2059
NC_037640.1	6222412	6222729	rna-XM_026439665.1	4	5	0.21438276694450675	0.2601794690690313	0.045796702124524524	9	0.8556	9	0.0	-0.8556	236		0.2340		0.2131	0.2174	0.1930		0.2000	0.2683	0.3061	0.3091	0.2174
NC_037640.1	6223730	6224053	rna-XM_026439665.1	4	5	0.18611233399368993	0.22664722846820773	0.0405348944745178	9	2.2778	9	4.5667	2.2889	227		0.1818		0.1864	0.1429	0.2333		0.2000	0.3023	0.2917	0.2245	0.1148
NC_037640.1	6224135	6224440	rna-XM_026439665.1	4	5	0.189836003051106	0.23840712133395056	0.04857111828284455	4	6.175	4	4.175	-2.0	218		0.2174		0.1579	0.2174	0.1667		0.1385	0.2683	0.3333	0.3091	0.1429
NC_037640.1	6224532	6224834	rna-XM_026439665.1	5	5	0.2486094042360027	0.21887864823348693	-0.029730756002515762	4	0.0	4	2.5	2.5	206		0.1818	0.5833	0.1429	0.2174	0.1176		0.0968	0.2000	0.3333	0.3214	0.1429
NC_037640.1	6225061	6225372	rna-XM_026439665.1	5	6	0.22063925592382078	0.23024441704829113	0.009605161124470352	13	0.8231	13	2.4077	1.5846	212		0.1304	0.5652	0.1579	0.2174	0.0323	0.2000	0.1111	0.3333	0.3061	0.3462	0.0847
NC_037640.1	6225456	6225767	rna-XM_026439665.1	5	6	0.18486143486143486	0.2080222694718131	0.02316083461037824	18	1.7222	18	0.0	-1.7222	258		0.1154	0.4167	0.1515	0.1852	0.0556	0.2174	0.0794	0.2609	0.3115	0.2500	0.1290
NC_037640.1	6226012	6226323	rna-XM_026439665.1	4	6	0.2381678663157561	0.21965605938984434	-0.018511806925911756	15	2.0867	15	0.4467	-1.6400000000000001	229		0.2340		0.2000	0.2727	0.2459	0.2000	0.1515	0.2727	0.3585	0.1739	0.1613
NC_037640.1	6226471	6226800	rna-XM_026439665.1	4	6	0.302204575085931	0.27612191756722654	-0.026082657518704477	7	0.0	7	0.0	0.0	249		0.3455		0.1864	0.3846	0.2923	0.2381	0.2533	0.2727	0.4138	0.2549	0.2239
NC_037640.1	6226887	6227195	rna-XM_026439665.1	4	5	0.2567038307604345	0.306811491306361	0.05010766054592647	11	1.0091	11	0.5727	-0.4364000000000001	240		0.3208		0.2000	0.2727	0.2333		0.2533	0.2727	0.4035	0.3871	0.2174
NC_037640.1	6227331	6227636	rna-XM_026439665.1	5	5	0.3262664404319383	0.31095056794128445	-0.015315872490653859	11	0.5182	11	0.2091	-0.3091	248		0.2174	0.5455	0.2258	0.3846	0.2581		0.2113	0.2727	0.4839	0.3929	0.1940
NC_037640.1	6228545	6228859	rna-XM_026439665.1	5	5	0.31068186345655824	0.2629165692275947	-0.04776529422896353	12	1.125	12	0.4833	-0.6416999999999999	224		0.3208	0.5000	0.2500	0.3846	0.0980		0.2000	0.2857	0.3548	0.2800	0.1940
NC_037640.1	6228941	6229270	rna-XM_026439665.1	5	5	0.345080631401471	0.30132234626971466	-0.043758285131756336	7	1.5571	7	0.0	-1.5571	241		0.3793	0.5652	0.2727	0.3600	0.1481		0.2533	0.4545	0.2593	0.2500	0.2895
NC_037640.1	6229361	6229660	rna-XM_026439665.1	5	5	0.3592539288668321	0.3824873402459609	0.02323341137912882	3	8.8333	3	14.4333	5.6	277		0.3333	0.5833	0.2615	0.3600	0.2581		0.3000	0.4545	0.4483	0.3846	0.3250
NC_037640.1	6230147	6230461	rna-XM_026439665.1	4	6	0.24029345719646863	0.29243022097498655	0.05213676377851792	9	0.3333	9	0.0	-0.3333	233		0.3684		0.1724	0.2000	0.2203	0.2381	0.3086	0.4483	0.2308	0.3725	0.1562
NC_037640.1	6231743	6232048	rna-XM_026439665.1	4	5	0.25435709088389175	0.3399922937922669	0.08563520290837517	15	1.7667	15	1.9733	0.20660000000000012	249		0.2653		0.2258	0.3333	0.1930		0.3412	0.3182	0.4386	0.3846	0.2174
NC_037640.1	6232144	6232449	rna-XM_026439665.1	4	6	0.3361645016614054	0.35050901168548226	0.014344510024076884	6	29.4	6	42.2167	12.816700000000004	263		0.3571		0.2258	0.4483	0.3134	0.3333	0.2727	0.4000	0.4444	0.3725	0.2800
NC_037640.1	6232530	6232847	rna-XM_026439665.1	4	6	0.36875160761765624	0.3604585986728844	-0.008293008944771862	12	24.775	12	24.7	-0.07499999999999929	281		0.3208		0.2727	0.5294	0.3521	0.3600	0.2432	0.3878	0.4286	0.4182	0.3250
NC_037640.1	6233309	6233620	rna-XM_026439665.1	5	6	0.39566427856043607	0.37027777777777776	-0.025386500782658306	10	19.3	10	22.08	2.7799999999999976	304		0.3077	0.6596	0.2836	0.3846	0.3429	0.3333	0.3000	0.3750	0.4667	0.4667	0.2800
NC_037640.1	6238766	6239086	rna-XM_026439665.1	5	6	1.0	0.9811694504635645	-0.01883054953643548	10	0.26	10	0.0	-0.26	354		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9747	1.0000	0.9619	0.9767	0.9737
NC_037640.1	6239194	6239463	rna-XM_026439665.1	5	6	1.0	0.9800581641418189	-0.0199418358581811	10	0.48	10	0.0	-0.48	366		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9744	1.0000	0.9612	0.9726	0.9722
NC_037640.1	6243576	6244523	rna-XM_026439665.1	5	6	1.0	0.9859010986458552	-0.014098901354144822	36	0.6528	36	1.175	0.5222	503		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9823	1.0000	0.9685	0.9823	0.9823
NC_037640.1	6226015	6226323	rna-XM_026439659.1	4	5	0.19872369010300045	0.13581436962694987	-0.06290932047605058	15	2.0867	15	0.4467	-1.6400000000000001	194		0.1429		0.1724	0.2727	0.2069	0.2000	0.1515		0.1667	0.0732	0.0877
NC_037640.1	6206304	6206609	rna-XM_026439660.1	4	4	0.12633111778158948	0.13203968012644296	0.0057085623448534795	17	1.3647	17	0.3235	-1.0412	159		0.1667		0.0943	0.1818	0.0625		0.0820		0.2308	0.1628	0.0526
NC_037640.1	6206691	6206999	rna-XM_026439660.1	4	5	0.1403889713348434	0.1585050347345429	0.018116063399699484	8	0.75	8	0.6	-0.15000000000000002	172		0.2000		0.1864	0.1429	0.0323		0.0820	0.2727	0.2593	0.1429	0.0357
NC_037640.1	6210677	6210821	rna-XR_003304355.1	4	4	0.13989727944469324	0.09195402298850575	-0.047943256456187494	3	2.7333	3	2.7	-0.03329999999999966	157		0.1818		0.1724	0.1429	0.0625		0.0345		0.1667	0.1667	0.0000
NC_037640.1	6976524	6976569	rna-XM_016911123.2	4	4	1.0	1.0	0.0	6	0.0	6	0.0	0.0	168		1.0000		1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	1.0000
NC_037640.1	8203776	8204006	rna-XM_006563940.3	5	6	1.0	1.0	0.0	4	2.775	2	0.0	-2.775	268		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037640.1	8204076	8204317	rna-XM_006563940.3	5	5	1.0	1.0	0.0	3	51.8	1	69.2	17.400000000000006	227		1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000
NC_037640.1	13277525	13277989	rna-XM_026439374.1	4	4	1.0	1.0	0.0	42	0.9429	42	0.2048	-0.7381	102		1.0000		1.0000	1.0000	1.0000	1.0000		1.0000	1.0000		1.0000
NC_037640.1	13278745	13279480	rna-XM_026439374.1	4	5	1.0	1.0	0.0	68	0.2191	68	0.2706	0.05150000000000002	144		1.0000		1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000
NC_037640.1	13279559	13279961	rna-XM_026439374.1	5	5	1.0	1.0	0.0	29	1.6345	29	0.3276	-1.3069000000000002	205		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
NC_037640.1	13291168	13291370	rna-XM_003251397.4	4	4	1.0	1.0	0.0	2	46.45	2	48.15	1.6999999999999957	129		1.0000	1.0000		1.0000	1.0000		1.0000		1.0000	1.0000	1.0000
NC_037641.1	1766923	1767092	rna-XR_003304536.1	5	4	1.0	1.0	0.0	12	0.5917	12	0.6917	0.09999999999999998	195		1.0000	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	1.0000	1.0000
NC_037641.1	1926256	1926676	rna-XM_026439977.1	5	6	1.0	1.0	0.0	19	0.8263	19	0.0	-0.8263	375		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037641.1	1927539	1927756	rna-XM_026439978.1	5	6	1.0	1.0	0.0	6	0.0	6	0.0	0.0	319		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037641.1	1956956	1957362	rna-XM_026439978.1	5	6	0.9924528301886791	1.0	0.007547169811320864	26	0.8885	26	0.9731	0.08460000000000001	273		1.0000	1.0000	1.0000	0.9623	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037641.1	3707494	3707622	rna-XM_006558686.3	5	4	1.0	1.0	0.0	2	73.35	2	90.85	17.5	164		1.0000	1.0000	1.0000	1.0000	1.0000		1.0000		1.0000	1.0000	1.0000
NC_037641.1	5061395	5061591	rna-XM_006560584.3	4	5	1.0	0.9827747078539723	-0.01722529214602775	1	0.0	1	0.0	0.0	267		1.0000	1.0000	1.0000		1.0000		1.0000	0.9643	1.0000	0.9737	0.9759
NC_037641.1	5488380	5488534	rna-XM_026440412.1	4	6	1.0	1.0	0.0	1	12.5	1	14.3	1.8000000000000007	210		1.0000		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037641.1	5884340	5884534	rna-XM_026440441.1	5	5	1.0	0.9934426229508198	-0.006557377049180246	1	94.7	1	100.0	5.299999999999997	223		1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	0.9672
NC_037641.1	11555899	11556079	rna-XM_026439983.1	4	6	1.0	1.0	0.0	3	61.1	3	65.0667	3.966699999999996	221		1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037641.1	12605201	12605261	rna-XM_026440177.1	5	5	0.9862068965517242	0.9916666666666668	0.005459770114942586	3	8.7667	3	20.0	11.2333	238		1.0000	1.0000	1.0000	0.9310	1.0000		0.9583	1.0000	1.0000	1.0000	1.0000
NC_037641.1	12817471	12819275	rna-XM_006569317.3	4	5	1.0	1.0	0.0	109	1.2789	109	0.7037	-0.5751999999999999	216		1.0000		1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000
NC_037642.1	1490939	1491197	rna-XM_026440823.1	5	4	0.975	1.0	0.025000000000000022	23	2.113	23	0.1957	-1.9173	171		1.0000	1.0000	1.0000	1.0000	0.8750	1.0000	1.0000			1.0000	1.0000
NC_037642.1	1721300	1721414	rna-XM_026440823.1	5	5	0.9944444444444445	0.9666086956521738	-0.027835748792270687	8	0.4625	8	0.4625	0.0	241		1.0000	1.0000	1.0000	0.9722	1.0000	1.0000	0.9200	0.9130		1.0000	1.0000
NC_037642.1	6538941	6538993	rna-XM_026441088.1	5	6	1.0	1.0	0.0	1	31.2	0	0.0	-31.2	246		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037642.1	6568172	6568329	rna-XM_026441036.1	5	6	1.0	0.9810865191146881	-0.018913480885311862	5	0.0	5	0.0	0.0	230		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9437	1.0000	0.9429	1.0000	1.0000
NC_037642.1	9945746	9946104	rna-XM_006567797.3	5	5	1.0	1.0	0.0	17	0.9941	17	0.0	-0.9941	258		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000
NC_037642.1	10489082	10489225	rna-XR_003304755.1	5	4	0.609076660283516	0.668894192028761	0.059817531745244956	3	0.0	3	0.0	0.0	220		0.6438	0.7193	0.6471	0.4545	0.5806			0.5385	0.6712	0.7059	0.7600
NC_037642.1	10731150	10731376	rna-XM_026440710.1	5	4	1.0	1.0	0.0	12	0.35	12	0.0	-0.35	234		1.0000	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	1.0000	1.0000
NC_037642.1	10732520	10732797	rna-XM_026440710.1	5	6	1.0	1.0	0.0	12	0.225	12	0.0	-0.225	329		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037642.1	10963750	10964021	rna-XM_395986.5	5	6	0.9940298507462686	0.9971264367816092	0.003096586035340576	1	55.6	1	36.4	-19.200000000000003	383		1.0000	1.0000	0.9701	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9828
NC_037642.1	10970527	10970699	rna-XM_016912057.2	5	4	0.9906976744186047	0.9919354838709677	0.00123780945236307	2	21.25	2	20.6	-0.6499999999999986	218		1.0000	1.0000	0.9535	1.0000	1.0000		1.0000	1.0000		1.0000	0.9677
NC_037642.1	11384507	11384713	rna-XM_026440979.1	4	4	1.0	1.0	0.0	9	0.0	9	1.7222	1.7222	144		1.0000	1.0000	1.0000		1.0000		1.0000		1.0000	1.0000	1.0000
NC_037642.1	11397312	11397438	rna-XM_026440983.1	5	6	1.0	0.9957805907172995	-0.0042194092827004814	13	2.2231	13	0.2923	-1.9308	336		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9747	1.0000
NC_037642.1	11957817	11958022	rna-XM_026440627.1	5	6	0.9852150537634408	1.0	0.014784946236559238	1	89.7	1	83.3	-6.400000000000006	252		1.0000	1.0000	0.9677	1.0000	0.9583	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037642.1	12086854	12088388	rna-XM_393097.7	4	6	0.9772727272727273	0.9958333333333332	0.018560606060605944	14	68.4286	13	75.5692	7.140599999999992	216		1.0000	1.0000	1.0000	0.9091		1.0000	1.0000	1.0000	1.0000	1.0000	0.9750
NC_037642.1	12476871	12476964	rna-XM_026440568.1	5	4	0.8076372746975302	0.8623255336617406	0.05468825896421037	7	3.1857	7	0.0	-3.1857	153		0.9032	0.8519	0.7000	0.8095	0.7736		1.0000		0.9583	0.5862	0.9048
NC_037642.1	12605852	12606011	rna-XM_394598.7	4	4	1.0	1.0	0.0	13	1.0462	13	0.2462	-0.8	158		1.0000	1.0000	1.0000		1.0000		1.0000		1.0000	1.0000	1.0000
NC_037642.1	12610525	12611121	rna-XM_394598.7	5	6	0.9798757763975156	0.9698546896556506	-0.01002108674186497	31	0.8903	31	0.6387	-0.25159999999999993	320		0.9565	1.0000	1.0000	1.0000	0.9429	0.9574	1.0000	0.9167	0.9677	1.0000	0.9773
NC_037642.1	13128904	13129301	rna-XM_026440742.1	5	5	0.972037429986045	0.9454741379310345	-0.026563292055010512	0	0.0	0	0.0	0.0	288		0.9683	1.0000	0.9623	0.9574	0.9722		1.0000	0.8621	0.9688	0.8966	1.0000
NC_037643.1	5189515	5189700	rna-XM_006561272.3	5	5	0.9764521193092621	1.0	0.023547880690737877	11	0.0	11	0.0	0.0	221		1.0000	0.9592	1.0000	0.9231	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000
NC_037643.1	5357246	5357588	rna-XM_026441271.1	4	4	1.0	1.0	0.0	4	86.05	4	77.025	-9.024999999999991	130		1.0000		1.0000	1.0000	1.0000		1.0000		1.0000	1.0000	1.0000
NC_037643.1	5383620	5384262	rna-XM_006561251.3	4	5	1.0	1.0	0.0	23	3.3391	23	1.5217	-1.8174000000000001	190		1.0000		1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000
NC_037643.1	5392477	5393234	rna-XM_026441449.1	4	5	0.05669011159416276	0.1264417126094351	0.06975160101527234	40	0.965	40	1.0975	0.13249999999999995	215		0.0909	0.0000	0.0612	0.0746		0.1600	0.1321		0.1724	0.0877	0.0800
NC_037643.1	7114302	7114410	rna-XM_026441256.1	5	6	1.0	0.9946236559139785	-0.005376344086021501	2	86.35	2	81.25	-5.099999999999994	251		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9677	1.0000
NC_037643.1	7213610	7213813	rna-XM_026441322.1	4	4	0.9782608695652174	1.0	0.021739130434782594	19	0.7421	19	0.0	-0.7421	154		1.0000	1.0000	1.0000	0.9130			1.0000		1.0000	1.0000	1.0000
NC_037643.1	7289130	7289405	rna-XM_026441324.1	5	6	1.0	1.0	0.0	24	0.825	24	0.3958	-0.42919999999999997	315		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037643.1	9130349	9130459	rna-XM_026441296.1	5	6	1.0	1.0	0.0	1	16.7	0	0.0	-16.7	233		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037643.1	10108621	10108992	rna-XM_026441526.1	4	4	0.039753639417693165	0.005555555555555556	-0.03419808386213761	15	1.9333	15	0.28	-1.6533	164		0.1064		0.0000	0.0000	0.0526			0.0000	0.0000	0.0000	0.0222
NC_037643.1	10110480	10110610	rna-XM_026441526.1	4	4	1.0	1.0	0.0	15	2.96	15	2.5467	-0.4133	179		1.0000		1.0000	1.0000	1.0000			1.0000	1.0000	1.0000	1.0000
NC_037643.1	10188074	10188193	rna-XM_026441526.1	5	5	1.0	0.9918367346938777	-0.008163265306122325	12	0.0	12	0.0	0.0	233		1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	0.9592	1.0000
NC_037643.1	10108624	10108992	rna-XM_026441522.1	4	4	0.05898050974512744	0.015043561284162787	-0.04393694846096465	15	1.9333	15	0.28	-1.6533	166		0.0870		0.0400	0.0400	0.0690			0.0000	0.0175	0.0204	0.0222
NC_037643.1	14135439	14135600	rna-XM_006570499.3	4	6	1.0	0.9866666666666667	-0.013333333333333308	1	95.8	1	95.0	-0.7999999999999972	168		1.0000		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9200	1.0000	1.0000
NC_037643.1	15483462	15483724	rna-XM_026441474.1	4	4	1.0	1.0	0.0	18	0.7444	18	0.5167	-0.2276999999999999	129		1.0000		1.0000	1.0000	1.0000		1.0000	1.0000	1.0000		1.0000
NC_037643.1	15484774	15484905	rna-XM_026441474.1	4	5	1.0	1.0	0.0	5	0.0	5	0.0	0.0	208		1.0000		1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000
NC_037643.1	16253833	16253935	rna-XM_026441348.1	4	6	0.9406177156177157	0.9758044706460329	0.03518675502831725	0	0.0	0	0.0	0.0	188		1.0000	0.9231	0.9394	0.9000		1.0000	0.9565	1.0000	1.0000	0.8983	1.0000
NC_037643.1	16721707	16721876	rna-XR_003304793.1	5	4	0.016708023159636064	0.03873177393066385	0.022023750771027785	9	3.7333	9	0.0	-3.7333	160		0.0000	0.0323	0.0513	0.0000	0.0000		0.0638	0.0435		0.0476	0.0000
NC_037643.1	16800630	16800815	rna-XM_006570875.3	4	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	206		1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037643.1	16932814	16932925	rna-XM_026441222.1	5	5	0.35535353535353537	0.33335331335331336	-0.022000222000222003	7	1.7286	7	0.0	-1.7286	251		0.3333	0.1556	0.4000	0.4333	0.4545	0.2381		0.5000	0.3333	0.3590	0.2364
NC_037644.1	1307745	1307837	rna-XM_006558098.3	4	5	0.24160822814399252	0.11548410181950555	-0.12612412632448697	1	91.7	1	92.3	0.5999999999999943	156		0.3548		0.1304	0.3478	0.1333	0.0435		0.0769	0.2121	0.1020	0.1429
NC_037644.1	1345069	1345275	rna-XM_026441703.1	5	6	0.9913043478260869	0.9917695473251028	0.0004651994990159114	10	0.75	10	0.0	-0.75	277		1.0000	1.0000	1.0000	0.9565	1.0000	1.0000	1.0000	1.0000	1.0000	0.9506	1.0000
NC_037644.1	1345357	1345380	rna-XM_026441702.1	4	6	0.09911307518176353	0.024959206458261763	-0.07415386872350177	0	0.0	0	0.0	0.0	276		0.1304	0.0196	0.1852	0.0612		0.0000	0.0732	0.0000	0.0141	0.0000	0.0625
NC_037644.1	1705536	1705799	rna-XM_006558810.3	4	4	1.0	0.9905660377358491	-0.009433962264150941	4	23.9	4	29.3	5.400000000000002	162		1.0000		1.0000	1.0000	1.0000		0.9623		1.0000	1.0000	1.0000
NC_037644.1	2079244	2079377	rna-XR_408526.3	4	4	1.0	1.0	0.0	7	1.0143	7	3.8286	2.8143	178		1.0000	1.0000		1.0000	1.0000			1.0000	1.0000	1.0000	1.0000
NC_037644.1	5871061	5871243	rna-XM_026441685.1	5	5	0.9833333333333332	1.0	0.01666666666666683	12	0.4417	11	0.0	-0.4417	140		1.0000	0.9167	1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000
NC_037644.1	10558004	10558215	rna-XM_026441935.1	4	5	0.9011904761904762	0.9252038065137684	0.024013330323292226	15	0.1933	15	0.5467	0.35339999999999994	281		0.9667	1.0000		0.6667	0.9714		0.9675	0.9556	1.0000	0.7971	0.9059
NC_037644.1	12163892	12164575	rna-XM_006568334.3	5	6	0.993103448275862	0.9731736441506555	-0.019929804125206507	57	0.7877	57	1.0018	0.21410000000000007	327		1.0000	1.0000	0.9655	1.0000	1.0000	1.0000	0.9423	0.9683	0.9630	0.9655	1.0000
NC_037644.1	13633236	13633433	rna-XM_006569421.2	4	6	0.9947368421052631	1.0	0.0052631578947368585	12	0.2333	12	0.0	-0.2333	290		1.0000	1.0000	1.0000	0.9789		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037645.1	982663	982947	rna-XM_006558215.3	5	6	1.0	1.0	0.0	32	0.5563	32	0.8938	0.3375	178		1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037645.1	1009186	1009435	rna-XR_003305193.1	4	4	0.12320058588830184	0.05209690259082356	-0.07110368329747828	15	0.2133	15	2.0467	1.8334	142		0.0435	0.1707	0.0968		0.1818	0.0612			0.0833	0.0000	0.0638
NC_037645.1	1019822	1020351	rna-XR_001703886.2	4	4	0.1018025078369906	0.050898692810457516	-0.050903815026533086	24	0.5125	23	2.4217	1.9092	141		0.0909	0.1000	0.0345		0.1818	0.0980			0.0833	0.0000	0.0222
